"year","name","team","sport","event"
2012,"Simona Castro Lazo","Chile","Gymnastics","Gymnastics Women's Uneven Bars"
2012,"Simona Castro Lazo","Chile","Gymnastics","Gymnastics Women's Balance Beam"
2012,"Jonathan Castroviejo Nicols","Spain","Cycling","Cycling Men's Road Race, Individual"
2012,"Jonathan Castroviejo Nicols","Spain","Cycling","Cycling Men's Individual Time Trial"
2012,"Camille Marie Catala","France","Football","Football Women's Football"
2012,"Tamika Devonne Catchings","United States","Basketball","Basketball Women's Basketball"
2012,"Nicholas Andrew ""Nick"" Catlin","Great Britain","Hockey","Hockey Men's Hockey"
2012,"Roxroy Cato","Jamaica","Athletics","Athletics Men's 400 metres Hurdles"
2012,"Virginie Caulier","Belgium","Equestrianism","Equestrianism Mixed Three-Day Event, Individual"
2012,"Virginie Caulier","Belgium","Equestrianism","Equestrianism Mixed Three-Day Event, Team"
2012,"Steven Roy Caulker","Great Britain","Football","Football Men's Football"
2012,"Fabien Causeur","France","Basketball","Basketball Men's Basketball"
2012,"Olivier Cauwenbergh","Belgium","Canoeing","Canoeing Men's Kayak Doubles, 200 metres"
2012,"Olivier Cauwenbergh","Belgium","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres"
2012,"Martina Cavallero","Argentina","Hockey","Hockey Women's Hockey"
2012,"Edinson Roberto Cavani Gmez","Uruguay","Football","Football Men's Football"
2012,"Felismina Cavela","Angola","Athletics","Athletics Women's 800 metres"
2012,"Louise Cavenaile","Belgium","Hockey","Hockey Women's Hockey"
2012,"Mark Simon Cavendish","Great Britain","Cycling","Cycling Men's Road Race, Individual"
2012,"Milorad avi","Serbia","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Milorad avi","Serbia","Swimming","Swimming Men's 100 metres Butterfly"
2012,"Rachel Elizabeth Cawthorn","Great Britain","Canoeing","Canoeing Women's Kayak Singles, 500 metres"
2012,"Rachel Elizabeth Cawthorn","Great Britain","Canoeing","Canoeing Women's Kayak Fours, 500 metres"
2012,"Magda Alfredo Cazanga","Angola","Handball","Handball Women's Handball"
2012,"Amlie Caze","France","Modern Pentathlon","Modern Pentathlon Women's Individual"
2012,"Nicolai Ceban","Moldova","Wrestling","Wrestling Men's Heavyweight, Freestyle"
2012,"Seluk ebi","Turkey","Wrestling","Wrestling Men's Middleweight, Greco-Roman"
2012,"Suzana ebi","Serbia","Volleyball","Volleyball Women's Volleyball"
2012,"Alicia Cebrin Martnez de Lagos","Spain","Sailing","Sailing Women's One Person Dinghy"
2012,"Kateina echov","Czech Republic","Athletics","Athletics Women's 100 metres"
2012,"Andrea del Rosario Cedrn Rodrguez","Peru","Swimming","Swimming Women's 400 metres Freestyle"
2012,"Mario Cejas","Argentina","Rowing","Rowing Men's Lightweight Double Sculls"
2012,"Zamandosi Elizabeth Cele","South Africa","Football","Football Women's Football"
2012,"Jan elstka","Czech Republic","Triathlon","Triathlon Men's Olympic Distance"
2012,"Matthew Gerald ""Matt"" Centrowitz, Jr.","United States","Athletics","Athletics Men's 1,500 metres"
2012,"Vernica Cepede Royg","Paraguay","Tennis","Tennis Women's Singles"
2012,"Matja Ceraj","Slovenia","Judo","Judo Men's Heavyweight"
2012,"Natalia Cerche (Nijelscaia-)","Moldova","Athletics","Athletics Women's Marathon"
2012,"Tales Rocha Cerdeira","Brazil","Swimming","Swimming Men's 200 metres Breaststroke"
2012,"Deniss erkovskis","Latvia","Modern Pentathlon","Modern Pentathlon Men's Individual"
2012,"Teja erne","Slovenia","Sailing","Sailing Women's Two Person Dinghy"
2012,"Juan Ignacio Cerra","Argentina","Athletics","Athletics Men's Hammer Throw"
2012,"Fabio Cerutti","Italy","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Claudia Cesarini","Italy","Modern Pentathlon","Modern Pentathlon Women's Individual"
2012,"Petra Cetkovsk","Czech Republic","Tennis","Tennis Women's Singles"
2012,"Petra Cetkovsk","Czech Republic-2","Tennis","Tennis Women's Doubles"
2012,"Dennis Villy Ceylan","Denmark","Boxing","Boxing Men's Bantamweight"
2012,"Avtandil Ch'rik'ishvili","Georgia","Judo","Judo Men's Half-Middleweight"
2012,"Cha Jong-Bok","South Korea","Hockey","Hockey Men's Hockey"
2012,"Cha Se-Na","South Korea","Hockey","Hockey Women's Hockey"
2012,"Benjamin Chabanet","France","Rowing","Rowing Men's Quadruple Sculls"
2012,"Elise Chabbey","Switzerland","Canoeing","Canoeing Women's Kayak Singles, Slalom"
2012,"Rosa Alba Chacha Chacha","Ecuador","Athletics","Athletics Women's Marathon"
2012,"Leonardo Chacn Corrales","Costa Rica","Triathlon","Triathlon Men's Olympic Distance"
2012,"Abdelkader Chadi","Algeria","Boxing","Boxing Men's Lightweight"
2012,"Chai Biao","China-2","Badminton","Badminton Men's Doubles"
2012,"Margalit'a Chakhnashvili","Georgia","Tennis","Tennis Women's Doubles"
2012,"Rushmi Chakravarthi","India","Tennis","Tennis Women's Doubles"
2012,"Yelena Valeryevna Chalykh","Azerbaijan","Cycling","Cycling Women's Road Race, Individual"
2012,"Yelena Valeryevna Chalykh","Azerbaijan","Cycling","Cycling Women's Individual Time Trial"
2012,"Dirkie Chamberlain","South Africa","Hockey","Hockey Women's Hockey"
2012,"Dwain Anthony Chambers","Great Britain","Athletics","Athletics Men's 100 metres"
2012,"Dwain Anthony Chambers","Great Britain","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Peter Chambers","Great Britain","Rowing","Rowing Men's Lightweight Coxless Fours"
2012,"Richard Scott Chambers","Great Britain","Rowing","Rowing Men's Lightweight Coxless Fours"
2012,"Miles Cleveland Chamley-Watson","United States","Fencing","Fencing Men's Foil, Individual"
2012,"Miles Cleveland Chamley-Watson","United States","Fencing","Fencing Men's Foil, Team"
2012,"Ludovic Chammartin","Switzerland","Judo","Judo Men's Extra-Lightweight"
2012,"Chan Chun Hing","Hong Kong","Cycling","Cycling Men's Mountainbike, Cross-Country"
2012,"Hei Man ""Hayley Victoria"" Chan","Hong Kong","Sailing","Sailing Women's Windsurfer"
2012,"Chan Peng Soon","Malaysia","Badminton","Badminton Mixed Doubles"
2012,"Chan Seyha","Cambodia","Athletics","Athletics Women's 200 metres"
2012,"Chana Franciela Masson de Souza","Brazil","Handball","Handball Women's Handball"
2012,"Tyson Cleotis Chandler","United States","Basketball","Basketball Men's Basketball"
2012,"Chang Chia-Che","Chinese Taipei","Athletics","Athletics Men's Marathon"
2012,"Chang Hao","Chinese Taipei","Sailing","Sailing Men's Windsurfer"
2012,"Chang Ming-Huang","Chinese Taipei","Athletics","Athletics Men's Shot Put"
2012,"Chang Si","China","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Natthanan Chankrajang","Thailand","Swimming","Swimming Women's 200 metres Freestyle"
2012,"Natthanan Chankrajang","Thailand","Swimming","Swimming Women's 400 metres Freestyle"
2012,"Candace Marie Margaret Chapman","Canada","Football","Football Women's Football"
2012,"David Chapman","Australia","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres"
2012,"Hayley Chapman","Australia","Shooting","Shooting Women's Sporting Pistol, 25 metres"
2012,"James Jonathan Chapman","Australia","Rowing","Rowing Men's Coxless Fours"
2012,"Emma ""Emmie"" Charayron","France","Triathlon","Triathlon Women's Olympic Distance"
2012,"Germain Louis Marcel Chardin","France","Rowing","Rowing Men's Coxless Pairs"
2012,"Afia Neliah Charles","Antigua and Barbuda","Athletics","Athletics Women's 400 metres"
2012,"Peter Charles","Great Britain","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Peter Charles","Great Britain","Equestrianism","Equestrianism Mixed Jumping, Team"
2012,"Tina Alexandria Charles","United States","Basketball","Basketball Women's Basketball"
2012,"Cdric Charlier","Belgium","Hockey","Hockey Men's Hockey"
2012,"Samantha ""Sam"" Charlton","New Zealand","Hockey","Hockey Women's Hockey"
2012,"Natalia Charos","Poland","Swimming","Swimming Women's 10 kilometres Open Water"
2012,"Renee Chatterton","Australia","Rowing","Rowing Women's Coxed Eights"
2012,"Garima Chaudhary","India","Judo","Judo Women's Half-Middleweight"
2012,"Anastasiya Eduardovna Chaun","Russia","Swimming","Swimming Women's 200 metres Breaststroke"
2012,"Sylvain Chavanel Albira","France","Cycling","Cycling Men's Road Race, Individual"
2012,"Sylvain Chavanel Albira","France","Cycling","Cycling Men's Individual Time Trial"
2012,"Arantxa Elizabeth Chvez Muz","Mexico","Diving","Diving Women's Springboard"
2012,"Darvin Francisco Chvez Ramrez","Mexico","Football","Football Men's Football"
2012,"rika Benildo Chvez Quintero","Ecuador","Athletics","Athletics Women's 200 metres"
2012,"Nikolay Anatolyevich Chavkin","Russia","Athletics","Athletics Men's 3,000 metres Steeplechase"
2012,"Viktoriya Vladimirovna Chayka","Belarus","Shooting","Shooting Women's Air Pistol, 10 metres"
2012,"Viktoriya Vladimirovna Chayka","Belarus","Shooting","Shooting Women's Sporting Pistol, 25 metres"
2012,"Yuriy Volodymyrovych Cheban","Ukraine","Canoeing","Canoeing Men's Canadian Singles, 200 metres"
2012,"Radhouane Chebbi","Tunisia","Wrestling","Wrestling Men's Super-Heavyweight, Greco-Roman"
2012,"Nihel Cheikh Rouhou","Tunisia","Judo","Judo Women's Heavyweight"
2012,"Diana Maria Chelaru","Romania","Gymnastics","Gymnastics Women's Team All-Around"
2012,"Diana Maria Chelaru","Romania","Gymnastics","Gymnastics Women's Floor Exercise"
2012,"Diana Maria Chelaru","Romania","Gymnastics","Gymnastics Women's Uneven Bars"
2012,"Antony Chemut","Kenya","Athletics","Athletics Men's 800 metres"
2012,"Chen Cheng","China","Swimming","Swimming Men's 200 metres Breaststroke"
2012,"Chen Chieh","Chinese Taipei","Athletics","Athletics Men's 400 metres Hurdles"
2012,"Chen Ding","China","Athletics","Athletics Men's 20 kilometres Walk"
2012,"Chen Fei","China","Judo","Judo Women's Middleweight"
2012,"Chen Hung-Ling","Chinese Taipei","Badminton","Badminton Mixed Doubles"
2012,"Chen I-Chuan","Chinese Taipei","Swimming","Swimming Women's 100 metres Breaststroke"
2012,"Chen Jianghua","China","Basketball","Basketball Men's Basketball"
2012,"Chen Jin","China","Badminton","Badminton Men's Singles"
2012,"Chen Jinyan","China","Fencing","Fencing Women's Foil, Individual"
2012,"Chen Long","China","Badminton","Badminton Men's Singles"
2012,"Chen Nan","China","Basketball","Basketball Women's Basketball"
2012,"Chen Qian","China","Modern Pentathlon","Modern Pentathlon Women's Individual"
2012,"Chen Qian","China","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay"
2012,"Chen Ruolin","China","Diving","Diving Women's Platform"
2012,"Chen Ruolin","China","Diving","Diving Women's Synchronized Platform"
2012,"Chen Shih-Chieh","Chinese Taipei","Weightlifting","Weightlifting Men's Super-Heavyweight"
2012,"Chen Szu-Yu","Chinese Taipei","Table Tennis","Table Tennis Women's Singles"
2012,"Weixing Chen","Austria","Table Tennis","Table Tennis Men's Singles"
2012,"Weixing Chen","Austria","Table Tennis","Table Tennis Men's Team"
2012,"Chen Xiaodong","China","Fencing","Fencing Women's Sabre, Individual"
2012,"Chen Xiaojun","China","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Chen Xiaoli","China","Basketball","Basketball Women's Basketball"
2012,"Chen Yibing","China","Gymnastics","Gymnastics Men's Team All-Around"
2012,"Chen Yibing","China","Gymnastics","Gymnastics Men's Parallel Bars"
2012,"Chen Yibing","China","Gymnastics","Gymnastics Men's Rings"
2012,"Chen Yibing","China","Gymnastics","Gymnastics Men's Pommelled Horse"
2012,"Chen Yin","China","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Chen Ying","China","Shooting","Shooting Women's Sporting Pistol, 25 metres"
2012,"Chen Yu-Cheng","Chinese Taipei","Archery","Archery Men's Individual"
2012,"Chen Yu-Cheng","Chinese Taipei","Archery","Archery Men's Team"
2012,"Lauren Nicole Cheney (-Holiday)","United States","Football","Football Women's Football"
2012,"Cheng Changsong","China","Cycling","Cycling Men's Team Sprint"
2012,"Cheng Chu Sian","Malaysia","Archery","Archery Men's Individual"
2012,"Cheng Chu Sian","Malaysia","Archery","Archery Men's Team"
2012,"Xinru ""Colin"" Cheng","Singapore","Sailing","Sailing Men's One Person Dinghy"
2012,"Cheng Feiyi","China","Swimming","Swimming Men's 100 metres Backstroke"
2012,"Cheng Feiyi","China","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Cheng Ming","China","Archery","Archery Women's Individual"
2012,"Cheng Ming","China","Archery","Archery Women's Team"
2012,"Cheng Shao-Chieh","Chinese Taipei","Badminton","Badminton Women's Singles"
2012,"Cheng Wan-Jung","Chinese Taipei","Swimming","Swimming Women's 200 metres Butterfly"
2012,"Cheng Wan-Jung","Chinese Taipei","Swimming","Swimming Women's 200 metres Individual Medley"
2012,"Cheng Wen","China","Athletics","Athletics Men's 400 metres Hurdles"
2012,"Cheng Wen-Hsing","Chinese Taipei","Badminton","Badminton Mixed Doubles"
2012,"Cheng Wen-Hsing","Chinese Taipei","Badminton","Badminton Women's Doubles"
2012,"Cheon Eun-Bi","South Korea","Hockey","Hockey Women's Hockey"
2012,"Cheon Seul-Gi","South Korea","Hockey","Hockey Women's Hockey"
2012,"Cheong Jun Hoong","Malaysia","Diving","Diving Women's Springboard"
2012,"Cheong Jun Hoong","Malaysia","Diving","Diving Women's Synchronized Springboard"
2012,"Robin Haeyoun Cheong","New Zealand","Taekwondo","Taekwondo Women's Featherweight"
2012,"Joyce Chepkirui","Kenya","Athletics","Athletics Women's 10,000 metres"
2012,"Nixon Kiplimo Chepseba","Kenya","Athletics","Athletics Men's 1,500 metres"
2012,"Aleksey Borisovich Cheremisinov","Russia","Fencing","Fencing Men's Foil, Individual"
2012,"Aleksey Borisovich Cheremisinov","Russia","Fencing","Fencing Men's Foil, Team"
2012,"Ilya Vladimirovich Chergeyko","Belarus","Shooting","Shooting Men's Air Rifle, 10 metres"
2012,"Lyubov Viktorovna Cherkashina","Belarus","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Individual"
2012,"Olga Igorevna Chernoivanenko","Russia","Handball","Handball Women's Handball"
2012,"Issam Al-Chernoubi","Morocco","Taekwondo","Taekwondo Men's Welterweight"
2012,"Tatyana Sergeyevna Chernova","Russia","Athletics","Athletics Women's Heptathlon"
2012,"Janet Cherobon-Bawcom","United States","Athletics","Athletics Women's 10,000 metres"
2012,"Vivian Jepkemoi Cheruiyot","Kenya","Athletics","Athletics Women's 5,000 metres"
2012,"Vivian Jepkemoi Cheruiyot","Kenya","Athletics","Athletics Women's 10,000 metres"
2012,"Ihor Volodymyrovych Chervynskiy","Ukraine","Swimming","Swimming Men's 10 kilometres Open Water"
2012,"Andrew Chetcuti","Malta","Swimming","Swimming Men's 100 metres Freestyle"
2012,"William Chetcuti","Malta","Shooting","Shooting Men's Double Trap"
2012,"Bharat Kumar Chetri","India","Hockey","Hockey Men's Hockey"
2012,"Cheung Chi Yip","Hong Kong","Judo","Judo Men's Lightweight"
2012,"Sbastien ""Sba"" Chevallier","Switzerland-1","Beach Volleyball","Beach Volleyball Men's Beach Volleyball"
2012,"Samantha Cheverton","Canada","Swimming","Swimming Women's 200 metres Freestyle"
2012,"Samantha Cheverton","Canada","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay"
2012,"Samantha Cheverton","Canada","Swimming","Swimming Women's 4 x 200 metres Freestyle Relay"
2012,"Samantha Cheverton","Canada","Swimming","Swimming Women's 4 x 100 metres Medley Relay"
2012,"Milcah Chemos Cheywa","Kenya","Athletics","Athletics Women's 3,000 metres Steeplechase"
2012,"Andrea Chiarabini","Italy","Diving","Diving Men's Platform"
2012,"Kaori Chiba-Fujio","Japan","Hockey","Hockey Women's Hockey"
2012,"Anna Vladimirovna Chicherova","Russia","Athletics","Athletics Women's High Jump"
2012,"Kenta Chida","Japan","Fencing","Fencing Men's Foil, Individual"
2012,"Kenta Chida","Japan","Fencing","Fencing Men's Foil, Team"
2012,"Chien Yu-Chin","Chinese Taipei","Badminton","Badminton Women's Doubles"
2012,"Marcelo Chierighini","Brazil","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Marcelo Chierighini","Brazil","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Simon Child","New Zealand","Hockey","Hockey Men's Hockey"
2012,"Eilidh Child-Doyle","Great Britain","Athletics","Athletics Women's 400 metres Hurdles"
2012,"Eilidh Child-Doyle","Great Britain","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Chatuphum Chinnawong","Thailand","Weightlifting","Weightlifting Men's Middleweight"
2012,"Zulfiya Salakharovna Chinshanlo","Kazakhstan","Weightlifting","Weightlifting Women's Featherweight"
2012,"Rare Daniel Chintoan","Romania","Wrestling","Wrestling Men's Super-Heavyweight, Freestyle"
2012,"Mihnea Chioveanu","Romania","Water Polo","Water Polo Men's Water Polo"
2012,"Iosif Chiril","Romania","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres"
2012,"Tatiana Chica","Moldova","Swimming","Swimming Women's 100 metres Breaststroke"
2012,"Roderick ""Rod"" Chisholm","Australia","Rowing","Rowing Men's Lightweight Double Sculls"
2012,"Shafiq Chitou","Benin","Boxing","Boxing Men's Lightweight"
2012,"Andreea Stefania Chiu","Romania","Judo","Judo Women's Half-Lightweight"
2012,"Freedom Chiya","South Africa","Beach Volleyball","Beach Volleyball Men's Beach Volleyball"
2012,"Zdenk Chldek","Czech Republic","Boxing","Boxing Men's Light-Welterweight"
2012,"Karolina Chlewiska","Poland","Fencing","Fencing Women's Foil, Team"
2012,"Cristian Andrs Chocho Len","Ecuador","Athletics","Athletics Men's 50 kilometres Walk"
2012,"Petra Chocov","Czech Republic","Swimming","Swimming Women's 100 metres Breaststroke"
2012,"Kunzang Choden","Bhutan","Shooting","Shooting Women's Air Rifle, 10 metres"
2012,"Choe Mi-Gyong","North Korea","Football","Football Women's Football"
2012,"Choe Un-Gyong","North Korea","Wrestling","Wrestling Women's Middleweight, Freestyle"
2012,"Choe Un-Ju","North Korea","Football","Football Women's Football"
2012,"Choe Yong-Sim","North Korea","Football","Football Women's Football"
2012,"Choi Byeong-Cheol","South Korea","Fencing","Fencing Men's Foil, Individual"
2012,"Choi Eun-Sook","South Korea","Fencing","Fencing Women's epee, Team"
2012,"Choi Gwang-Hyeon","South Korea","Judo","Judo Men's Extra-Lightweight"
2012,"Choi Gyu-Jin","South Korea","Wrestling","Wrestling Men's Featherweight, Greco-Roman"
2012,"Choi Gyu-Wung","South Korea","Swimming","Swimming Men's 200 metres Breaststroke"
2012,"Choi Hye-Ra","South Korea","Swimming","Swimming Women's 200 metres Butterfly"
2012,"Choi Hye-Ra","South Korea","Swimming","Swimming Women's 200 metres Individual Medley"
2012,"Choi Hyeon-Ju","South Korea","Archery","Archery Women's Individual"
2012,"Choi Hyeon-Ju","South Korea","Archery","Archery Women's Team"
2012,"Choi Im-Jeong","South Korea","Handball","Handball Women's Handball"
2012,"Choi In-Jeong","South Korea","Fencing","Fencing Women's epee, Individual"
2012,"Choi In-Jeong","South Korea","Fencing","Fencing Women's epee, Team"
2012,"Choi Ki Ho","Hong Kong","Cycling","Cycling Men's Omnium"
2012,"Nicholas Edward Choi","Hong Kong","Fencing","Fencing Men's Foil, Individual"
2012,"Choi Seung-Wu","South Korea","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Choi Yeong-Rae","South Korea","Shooting","Shooting Men's Air Pistol, 10 metres"
2012,"Choi Yeong-Rae","South Korea","Shooting","Shooting Men's Free Pistol, 50 metres"
2012,"Choi Yun-Hui","South Korea","Athletics","Athletics Women's Pole Vault"
2012,"Margarita Georgieva Chomakova","Bulgaria","Fencing","Fencing Women's Sabre, Individual"
2012,"Nyuk Lian ""Leanne"" Choo","Australia","Badminton","Badminton Women's Doubles"
2012,"Gilbert Choombe","Zambia","Boxing","Boxing Men's Light-Welterweight"
2012,"Chauness Chauzje Choosha","Zambia","Athletics","Athletics Women's 100 metres"
2012,"Mavzuna Chorieva","Tajikistan","Boxing","Boxing Women's Lightweight"
2012,"Dilshod Choriyev","Uzbekistan","Judo","Judo Men's Middleweight"
2012,"Rachid Chouhal","Malta","Athletics","Athletics Men's 100 metres"
2012,"Marouan Chouiref","Tunisia","Handball","Handball Men's Handball"
2012,"Maialen Chourraut Yurramendi","Spain","Canoeing","Canoeing Women's Kayak Singles, Slalom"
2012,"Shagun Chowdhary","India","Shooting","Shooting Women's Trap"
2012,"Kim Juhl Christensen","Denmark","Athletics","Athletics Men's Shot Put"
2012,"Brendan Kyle Akeem Christian","Antigua and Barbuda","Athletics","Athletics Men's 200 metres"
2012,"Carina Rosenvinge Christiansen","Denmark","Archery","Archery Women's Individual"
2012,"Carina Rosenvinge Christiansen","Denmark","Archery","Archery Women's Team"
2012,"Stphane Christidis","France","Sailing","Sailing Men's Skiff"
2012,"Chu Jinling","China","Volleyball","Volleyball Women's Volleyball"
2012,"Chu Hong Diu Linh","Vietnam","Taekwondo","Taekwondo Women's Welterweight"
2012,"Chuang Chia-Jung","Chinese Taipei","Tennis","Tennis Women's Doubles"
2012,"Chuang Chih-Yuan","Chinese Taipei","Table Tennis","Table Tennis Men's Singles"
2012,"Patricia ""Chuca"" de Oliveira Ferreira","Brazil","Basketball","Basketball Women's Basketball"
2012,"Iosif Ivanovich Chugoshvili","Belarus","Wrestling","Wrestling Men's Super-Heavyweight, Greco-Roman"
2012,"Illia Viktorovych Chuiev","Ukraine","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Chika Yagazie Chukwumerije","Nigeria","Taekwondo","Taekwondo Men's Heavyweight"
2012,"Clarissa Kyoko Mei Ling Chun","United States","Wrestling","Wrestling Women's Flyweight, Freestyle"
2012,"Yelena Anatolyevna Churakova","Russia","Athletics","Athletics Women's 400 metres Hurdles"
2012,"Andrey Viktorovich Churilo","Belarus","Athletics","Athletics Men's High Jump"
2012,"Oksana Aleksandrovna Chusovitina","Germany","Gymnastics","Gymnastics Women's Team All-Around"
2012,"Oksana Aleksandrovna Chusovitina","Germany","Gymnastics","Gymnastics Women's Horse Vault"
2012,"Oksana Aleksandrovna Chusovitina","Germany","Gymnastics","Gymnastics Women's Balance Beam"
2012,"Marcos Antnio Quintino Chuva","Portugal","Athletics","Athletics Men's Long Jump"
2012,"Serhiy Oleksandrovych Chykanov","Ukraine","Rowing","Rowing Men's Coxed Eights"
2012,"Antonio Ciano","Italy","Judo","Judo Men's Half-Middleweight"
2012,"Greta Cicolari","Italy","Beach Volleyball","Beach Volleyball Women's Beach Volleyball"
2012,"Csar Augusto Cielo Filho","Brazil","Swimming","Swimming Men's 50 metres Freestyle"
2012,"Csar Augusto Cielo Filho","Brazil","Swimming","Swimming Men's 100 metres Freestyle"
2012,"Javier Cienfuegos Pinilla","Spain","Athletics","Athletics Men's Hammer Throw"
2012,"Marcin Cielak","Poland","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Marcin Cielak","Poland","Swimming","Swimming Men's 200 metres Individual Medley"
2012,"Iva Ciglar","Croatia","Basketball","Basketball Women's Basketball"
2012,"Marin ili","Croatia","Tennis","Tennis Men's Singles"
2012,"Marin ili","Croatia","Tennis","Tennis Men's Doubles"
2012,"Ate nar","Turkey","Sailing","Sailing Men's Two Person Dinghy"
2012,"Deniz nar","Turkey","Sailing","Sailing Men's Two Person Dinghy"
2012,"Ondej Cink","Czech Republic","Cycling","Cycling Men's Mountainbike, Cross-Country"
2012,"Jeyvier Jess Cintrn Ocasio","Puerto Rico","Boxing","Boxing Men's Flyweight"
2012,"Mihaela Ciobanu Ciobanu","Spain","Handball","Handball Women's Handball"
2012,"Stefano Cipressi","Italy","Canoeing","Canoeing Men's Canadian Singles, Slalom"
2012,"Anatolii Crcu","Moldova","Weightlifting","Weightlifting Men's Middle-Heavyweight"
2012,"Christopher ""Chris"" Ciriello","Australia","Hockey","Hockey Men's Hockey"
2012,"Sorana Mihaela Crstea","Romania","Tennis","Tennis Women's Singles"
2012,"Sorana Mihaela Crstea","Romania","Tennis","Tennis Women's Doubles"
2012,"Omar Cisneros Bonora","Cuba","Athletics","Athletics Men's 400 metres Hurdles"
2012,"Omar Cisneros Bonora","Cuba","Athletics","Athletics Men's 4 x 400 metres Relay"
2012,"Saliou Ciss","Senegal","Football","Football Men's Football"
2012,"Sandie Clair","France","Cycling","Cycling Women's Team Sprint"
2012,"Stphane Clamens","France","Shooting","Shooting Men's Trap"
2012,"Edward ""Ed"" Clancy","Great Britain","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Edward ""Ed"" Clancy","Great Britain","Cycling","Cycling Men's Omnium"
2012,"Francesca Clapcich","Italy","Sailing","Sailing Women's One Person Dinghy"
2012,"Amanda Clark","United States","Sailing","Sailing Women's Two Person Dinghy"
2012,"Aoife Clark (Sisk-)","Ireland","Equestrianism","Equestrianism Mixed Three-Day Event, Individual"
2012,"Aoife Clark (Sisk-)","Ireland","Equestrianism","Equestrianism Mixed Three-Day Event, Team"
2012,"Daniel Mark ""Dan"" Clark","Great Britain","Basketball","Basketball Men's Basketball"
2012,"James Clark","Australia","Water Polo","Water Polo Men's Water Polo"
2012,"Katie Lauren Clark","Great Britain","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Sarah Clark","Great Britain","Judo","Judo Women's Lightweight"
2012,"Saskia Clark","Great Britain","Sailing","Sailing Women's Two Person Dinghy"
2012,"Jonathan ""Jonty"" Clarke","Great Britain","Hockey","Hockey Men's Hockey"
2012,"Charles Lawrence Somerset Clarke","Great Britain","Athletics","Athletics Men's 110 metres Hurdles"
2012,"Richard Clarke","Canada","Sailing","Sailing Men's Two Person Keelboat"
2012,"Scott Tyler Clary","United States","Swimming","Swimming Men's 200 metres Backstroke"
2012,"Scott Tyler Clary","United States","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Vctor Claver Arocas","Spain","Basketball","Basketball Men's Basketball"
2012,"William Bundu ""Will"" Claye","United States","Athletics","Athletics Men's Long Jump"
2012,"William Bundu ""Will"" Claye","United States","Athletics","Athletics Men's Triple Jump"
2012,"Custio Clayton","Canada","Boxing","Boxing Men's Welterweight"
2012,"Francesca Clayton","Great Britain","Water Polo","Water Polo Women's Water Polo"
2012,"Jacob Clear","Australia","Canoeing","Canoeing Men's Kayak Fours, 1,000 metres"
2012,"Timothy ""Tim"" Cleland","Australia","Water Polo","Water Polo Men's Water Polo"
2012,"Kerron Stephon Clement","United States","Athletics","Athletics Men's 400 metres Hurdles"
2012,"Valerio Cleri","Italy","Swimming","Swimming Men's 10 kilometres Open Water"
2012,"Thomas William ""Tom"" Cleverley","Great Britain","Football","Football Men's Football"
2012,"Marcus David Cleverly","Denmark","Handball","Handball Men's Handball"
2012,"Kim Antonie Lode Clijsters","Belgium","Tennis","Tennis Women's Singles"
2012,"Jade Close","Australia","Hockey","Hockey Women's Hockey"
2012,"lodie Pascaline Clouvel","France","Modern Pentathlon","Modern Pentathlon Women's Individual"
2012,"Sebastin Coates Nin","Uruguay","Football","Football Men's Football"
2012,"Yariulvis Cobas Garca","Cuba","Rowing","Rowing Women's Single Sculls"
2012,"Guilherme Henrique Cobbo","Brazil","Athletics","Athletics Men's High Jump"
2012,"Emma Jane Coburn","United States","Athletics","Athletics Women's 3,000 metres Steeplechase"
2012,"Ryan Andrew Cochrane","Canada","Swimming","Swimming Men's 400 metres Freestyle"
2012,"Ryan Andrew Cochrane","Canada","Swimming","Swimming Men's 1,500 metres Freestyle"
2012,"Ryan Cochrane","Canada","Canoeing","Canoeing Men's Kayak Doubles, 200 metres"
2012,"Ryan Cochrane","Canada","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres"
2012,"Alexandru Coci","Romania","Swimming","Swimming Men's 200 metres Butterfly"
